eventName,screenName,context,category,userId,sessionId,date,operatingSystem
search,liked_songs,navigation,,8575,76573018347,13-08-2022,iOS
image,home,suggestions,Electronic,6396,71245301387,09-08-2022,Android
image,search,popular,YouTubers,9273,53829441401,31-08-2022,Android
image,search,top_genres,Dance/Electronic,5491,15167680335,24-08-2022,Android
love,album,album,,5953,44270384582,05-08-2022,Android
image,home,recently_played,Chilled Hits,8884,52725327310,10-08-2022,iOS
image,search,top_genres,Rock,7844,19291589271,08-08-2022,iOS
library,album,navigation,,7672,25013484607,31-08-2022,Android
play,album,album,,1572,75879333967,28-08-2022,iOS
image,home,made_for_you,Chilled Vibes,1685,82247028760,03-08-2022,Android
home,album,navigation,,1106,98444216438,25-08-2022,Android
image,search,top_genres,Rock,9494,57602232288,17-08-2022,iOS
search,home,navigation,,4303,103316976550,17-08-2022,iOS
image,home,made_for_you,Chilled Vibes,6564,94456228981,28-08-2022,Android
play,album,song,,1231,17276919165,25-08-2022,Android
image,home,recently_played,Study beats,4246,50602030491,15-08-2022,Android
image,home,recently_played,Chilled Hits,8558,98486427224,01-08-2022,iOS
settings,home,,,2020,89802328840,18-08-2022,Android
search,search,navigation,,5210,28432620027,11-08-2022,Android
search,liked_songs,navigation,,2324,58962983843,22-08-2022,iOS
library,search,navigation,,3219,22292598968,07-08-2022,iOS
home,album,navigation,,9725,68220273364,01-08-2022,iOS
image,search,popular,Comedy,3254,11490912068,06-08-2022,iOS
search,liked_songs,navigation,,3691,44401713188,09-08-2022,iOS
love,album,album,,1143,75193579111,01-08-2022,iOS
image,home,suggestions,Chilled Hits,5799,27620412296,14-08-2022,Android
home,search,navigation,,5700,95344971505,21-08-2022,iOS
image,home,recently_played,Study beats,9169,23295495490,16-08-2022,Android
search,search,navigation,,3093,36530025199,27-08-2022,Android
image,search,popular,YouTubers,7107,95977286414,13-08-2022,iOS
home,liked_songs,navigation,,5581,75505231716,20-08-2022,iOS
image,search,browse_all,Podcasts,3796,104800250570,07-08-2022,iOS
library,search,navigation,,4145,95525192930,08-08-2022,Android
image,home,suggestions,Country Rock,9416,42642170471,28-08-2022,iOS
library,search,navigation,,5751,89999750190,11-08-2022,iOS
image,home,suggestions,Country Rock,5412,59671996342,28-08-2022,iOS
image,search,popular,YouTubers,1261,54408191959,20-08-2022,iOS
search,search,navigation,,8612,29024401320,04-08-2022,iOS
image,search,top_genres,Rock,3044,77941597229,10-08-2022,Android
image,search,browse_all,Podcasts,2168,85091462607,15-08-2022,iOS
image,search,top_genres,Rock,1270,69396715878,23-08-2022,Android
search,home,navigation,,9952,96572757038,31-08-2022,Android
love,album,album,,8101,45151562791,02-08-2022,Android
image,search,browse_all,Charts,2401,80320160076,07-08-2022,iOS
image,search,popular,YouTubers,2042,95944540559,14-08-2022,Android
image,home,suggestions,Country Rock,5322,42181107947,24-08-2022,iOS
image,search,browse_all,Charts,9624,40470023335,03-08-2022,Android
image,search,browse_all,Study Jams,7265,45037382919,06-08-2022,iOS
image,home,recently_played,Study beats,7178,91755824137,19-08-2022,iOS
library,liked_songs,navigation,,6511,107824632642,19-08-2022,iOS
search,home,navigation,,3138,41007270440,13-08-2022,iOS
image,search,top_genres,Rock,7179,69547084192,23-08-2022,iOS
image,home,suggestions,Dance & EDM,2916,84474096862,01-08-2022,Android
image,home,suggestions,Indie,8085,45698665517,23-08-2022,Android
toggle,liked_songs,download_all,,4819,62265388310,19-08-2022,Android
library,liked_songs,navigation,,8180,48983713095,04-08-2022,Android
home,search,navigation,,7814,88625944887,08-08-2022,Android
search,search,navigation,,2535,94859280861,11-08-2022,Android
image,search,popular,Comedy,9546,72561727541,21-08-2022,iOS
image,search,browse_all,Podcasts,4524,62092797759,06-08-2022,iOS
love,album,album,,6807,29570789891,17-08-2022,Android
search,album,navigation,,8325,110866778917,04-08-2022,Android
image,home,made_for_you,Chilled Hits,8474,87484347452,03-08-2022,iOS
unlove,liked_songs,,,6772,48341089151,10-08-2022,iOS
library,home,navigation,,4747,77270744867,11-08-2022,Android
back,album,navigation,,7278,67077895039,20-08-2022,iOS
image,search,browse_all,Study Jams,9292,96619824567,18-08-2022,iOS
image,home,suggestions,Dance & EDM,8845,62796650932,08-08-2022,Android
image,search,top_genres,Dance/Electronic,5178,92331668805,27-08-2022,Android
image,search,browse_all,Study Jams,3989,103371920422,28-08-2022,iOS
search,home,navigation,,4938,49629973113,26-08-2022,iOS
image,home,suggestions,Dance & EDM,4978,63664411992,12-08-2022,Android
library,search,navigation,,6080,75655760408,09-08-2022,iOS
home,liked_songs,navigation,,6997,19581434501,03-08-2022,iOS
library,search,navigation,,1177,97609848923,29-08-2022,iOS
home,album,navigation,,6560,105728248801,21-08-2022,iOS
home,liked_songs,navigation,,7462,90635750931,03-08-2022,iOS
library,search,navigation,,5687,63560713558,31-08-2022,iOS
image,home,suggestions,Electronic,7298,76159687926,05-08-2022,iOS
image,home,recently_played,Chilled Hits,2797,39757299825,14-08-2022,Android
image,home,suggestions,Chilled Hits,2940,82982302131,11-08-2022,iOS
search,liked_songs,navigation,,6469,47011579210,08-08-2022,Android
image,home,suggestions,Dance & EDM,6218,57885529481,24-08-2022,Android
love,album,album,,4527,73742250276,05-08-2022,iOS
library,liked_songs,navigation,,2538,93519952165,21-08-2022,iOS
home,album,navigation,,7453,72306759038,12-08-2022,iOS
image,home,recently_played,Study beats,3268,60262205544,16-08-2022,iOS
image,search,popular,Comedy,3024,40501413606,07-08-2022,Android
home,search,navigation,,2159,21008232769,20-08-2022,iOS
image,home,suggestions,Country Rock,1828,101487949282,14-08-2022,Android
image,search,browse_all,Podcasts,3663,76053425919,25-08-2022,iOS
image,home,suggestions,Dance & EDM,1964,44431580035,15-08-2022,iOS
library,home,navigation,,6264,41531924289,10-08-2022,Android
image,search,browse_all,Charts,1317,21782839305,14-08-2022,iOS
search,search,bar,,4732,23974872529,25-08-2022,Android
more,liked_songs,,,9697,85381800326,05-08-2022,Android
library,search,navigation,,9966,91624901297,21-08-2022,iOS
library,search,navigation,,6195,37938178462,17-08-2022,Android
image,search,popular,YouTubers,9765,31499988595,13-08-2022,iOS
image,home,recently_played,Chilled Hits,2786,109038421636,01-08-2022,Android
home,search,navigation,,3962,72545524937,09-08-2022,iOS
more,album,,,9454,66651713099,29-08-2022,iOS
settings,home,,,4380,28676173141,23-08-2022,iOS
image,home,recently_played,Chill as Folk,3040,40001398973,13-08-2022,iOS
home,liked_songs,navigation,,8435,72996746310,25-08-2022,iOS
add,liked_songs,add_songs,,7117,36346625533,16-08-2022,Android
library,home,navigation,,5438,108916642944,21-08-2022,iOS
image,home,recently_played,Chilled Hits,4815,88844099563,20-08-2022,Android
image,home,suggestions,Chilled Hits,3329,33960268024,26-08-2022,iOS
image,home,suggestions,Dance & EDM,6751,59411576431,22-08-2022,Android
play,album,song,,6942,53419438449,18-08-2022,iOS
image,home,made_for_you,Chilled Hits,9852,54145334313,24-08-2022,iOS
image,home,recently_played,Chill as Folk,4485,52715731782,03-08-2022,iOS
library,liked_songs,navigation,,6738,62447413837,06-08-2022,Android
image,home,recently_played,Chilled Hits,1888,105833533895,04-08-2022,iOS
home,search,navigation,,8630,75360574397,02-08-2022,iOS
image,home,suggestions,Electronic,7113,74741378846,18-08-2022,iOS
image,search,popular,Comedy,2086,48787598304,18-08-2022,iOS
image,search,top_genres,Dance/Electronic,4827,87773758763,10-08-2022,Android
more,liked_songs,,,6820,31677868920,02-08-2022,iOS
library,search,navigation,,5445,11859974221,14-08-2022,iOS
image,search,popular,YouTubers,5029,22387294847,16-08-2022,iOS
more,album,,,7220,38183025112,14-08-2022,Android
search,liked_songs,navigation,,8482,100639387434,04-08-2022,Android
library,home,navigation,,3564,28399127247,09-08-2022,Android
image,search,browse_all,Study Jams,4636,11321471287,10-08-2022,iOS
image,search,top_genres,Dance/Electronic,7782,85043482948,27-08-2022,Android
more,album,,,7651,68639549468,29-08-2022,Android
image,search,browse_all,Chillout,3473,69346247846,13-08-2022,iOS
more,liked_songs,,,2550,28544006427,18-08-2022,iOS
search,liked_songs,navigation,,6024,75734805820,02-08-2022,Android
image,search,top_genres,Dance/Electronic,3165,20429932990,03-08-2022,iOS
home,home,navigation,,4590,108352131175,27-08-2022,Android
play,album,album,,3877,44890889217,16-08-2022,iOS
image,home,suggestions,Indie,6545,13865128897,10-08-2022,Android
library,home,navigation,,6897,87753531381,02-08-2022,Android
image,search,browse_all,Charts,5460,45777398171,17-08-2022,Android
image,home,suggestions,Chilled Hits,1268,85601358555,28-08-2022,Android
play,liked_songs,shuffle,,1313,61242703777,26-08-2022,iOS
image,home,recently_played,Study beats,5705,49266042548,04-08-2022,Android
image,home,made_for_you,Chilled Hits,7930,102597886935,27-08-2022,Android
image,search,popular,YouTubers,2869,21751442231,11-08-2022,Android
play,liked_songs,shuffle,,8860,70081699600,30-08-2022,Android
image,search,popular,YouTubers,1979,71427297740,11-08-2022,iOS
more,album,,,4238,86079323294,20-08-2022,iOS
play,album,album,,6765,81238562869,17-08-2022,iOS
image,home,suggestions,Country Rock,5527,99823104005,15-08-2022,iOS
back,album,navigation,,3406,29727639044,16-08-2022,iOS
image,search,popular,Comedy,1929,23079190456,01-08-2022,Android
love,album,album,,1982,69838150638,07-08-2022,iOS
image,home,suggestions,Indie,7067,98257500897,18-08-2022,iOS
search,album,navigation,,1245,57948593700,29-08-2022,iOS
image,search,top_genres,Rock,5765,32845055090,04-08-2022,Android
library,liked_songs,navigation,,9432,32553736929,25-08-2022,Android
library,search,navigation,,7296,39075554027,23-08-2022,iOS
image,home,recently_played,Study beats,8495,25446040757,09-08-2022,Android
toggle,liked_songs,download_all,,5093,107015848760,27-08-2022,iOS
image,home,made_for_you,Chilled Hits,5760,47168588882,14-08-2022,iOS
image,home,made_for_you,Chilled Vibes,5402,69672655922,16-08-2022,iOS
image,search,top_genres,Dance/Electronic,9054,18388468612,10-08-2022,Android
play,album,album,,7859,61955154260,23-08-2022,iOS
search,album,navigation,,2526,80393811896,08-08-2022,Android
back,album,navigation,,6501,92349780036,26-08-2022,Android
image,home,suggestions,Are & Be,5416,71001393567,02-08-2022,iOS
library,liked_songs,navigation,,1582,23355024093,18-08-2022,Android
back,album,navigation,,7982,59920241532,02-08-2022,iOS
search,album,navigation,,1035,35874910736,26-08-2022,iOS
image,search,top_genres,Rock,2364,71956554549,21-08-2022,Android
image,search,top_genres,Dance/Electronic,9900,92232803510,30-08-2022,Android
search,search,bar,,3069,92758891030,14-08-2022,Android
image,home,made_for_you,Chilled Hits,5914,101754713042,24-08-2022,iOS
image,home,recently_played,Chill as Folk,8030,62742768438,23-08-2022,Android
toggle,liked_songs,download_all,,7605,94636809847,08-08-2022,Android
back,album,navigation,,4447,15650494746,10-08-2022,iOS
random,album,,,8667,99462997011,31-08-2022,iOS
image,search,browse_all,Charts,3450,62922014811,16-08-2022,iOS
image,home,recently_played,Study beats,6062,34135653022,21-08-2022,iOS
toggle,liked_songs,download_all,,2369,103606106322,26-08-2022,Android
image,home,made_for_you,Chilled Hits,9545,89172409467,17-08-2022,iOS
home,album,navigation,,9969,55985829970,29-08-2022,iOS
image,search,popular,Comedy,6412,99202704615,23-08-2022,iOS
image,search,top_genres,Dance/Electronic,4902,11776951024,25-08-2022,Android
image,search,popular,Comedy,6291,41833398555,28-08-2022,iOS
image,search,popular,Comedy,9847,108235927448,29-08-2022,iOS
search,liked_songs,navigation,,5381,64586112622,04-08-2022,iOS
more,album,,,4005,33030750351,02-08-2022,iOS
image,home,recently_played,Study beats,6536,20396675595,09-08-2022,iOS
library,home,navigation,,4107,68131915273,17-08-2022,iOS
toggle,liked_songs,download_all,,6957,26976731640,21-08-2022,iOS
image,home,suggestions,Chilled Hits,9551,78468124760,12-08-2022,iOS
image,search,browse_all,Charts,2210,56540671362,23-08-2022,Android
home,search,navigation,,7618,96692559938,06-08-2022,Android
settings,home,,,7548,45714361849,24-08-2022,iOS
library,search,navigation,,6425,62951675737,12-08-2022,iOS
image,home,suggestions,Chilled Hits,3132,46013703383,17-08-2022,iOS
image,search,popular,YouTubers,7078,77240205323,14-08-2022,iOS
home,search,navigation,,8738,88046939632,06-08-2022,iOS
image,search,browse_all,Charts,5704,80784859830,02-08-2022,iOS
image,search,popular,YouTubers,7917,24136692590,07-08-2022,Android
image,search,browse_all,Podcasts,5902,31380517531,02-08-2022,iOS
library,home,navigation,,3910,90566581413,30-08-2022,Android
home,search,navigation,,1474,15416451166,21-08-2022,Android
back,album,navigation,,5427,20806206787,11-08-2022,iOS
image,home,recently_played,Chilled Hits,1446,92492481847,09-08-2022,Android
search,liked_songs,navigation,,2246,25639432967,01-08-2022,iOS
image,search,browse_all,Study Jams,3355,29958897823,03-08-2022,iOS
image,home,made_for_you,Chilled Hits,8128,99896146081,15-08-2022,Android
image,home,made_for_you,Chilled Hits,4516,17894937778,02-08-2022,Android
love,album,album,,3256,86331498113,25-08-2022,iOS
image,home,suggestions,Electronic,5294,93545161067,19-08-2022,iOS
image,home,suggestions,Dance & EDM,3666,107090422227,19-08-2022,iOS
library,album,navigation,,6224,25193135914,24-08-2022,iOS
library,liked_songs,navigation,,7645,17024241319,01-08-2022,Android
search,home,navigation,,3692,46737043579,01-08-2022,Android
home,album,navigation,,4942,55074732158,16-08-2022,iOS
image,search,browse_all,Charts,9560,22417562938,17-08-2022,Android
play,album,song,,6073,42149639331,22-08-2022,iOS
library,search,navigation,,4879,11862710193,29-08-2022,Android
more,liked_songs,,,7124,53283516639,11-08-2022,iOS
play,album,album,,8198,51702819996,20-08-2022,iOS
image,search,browse_all,Study Jams,1268,11215014398,19-08-2022,iOS
home,search,navigation,,6221,18390610657,31-08-2022,Android
image,search,top_genres,Rock,5317,35131417093,15-08-2022,iOS
add,liked_songs,add_songs,,8701,20632964138,07-08-2022,Android
image,search,popular,Comedy,8302,84992884485,25-08-2022,Android
image,home,suggestions,Are & Be,7308,90465103109,26-08-2022,Android
library,search,navigation,,3733,73574578057,26-08-2022,iOS
more,album,,,8172,44768908414,02-08-2022,iOS
search,search,navigation,,5675,60503215395,15-08-2022,iOS
download,album,,,6384,26817153671,22-08-2022,iOS
image,home,recently_played,Study beats,2957,11892879468,23-08-2022,Android
library,liked_songs,navigation,,3648,58315807978,28-08-2022,Android
search,album,navigation,,9895,16474771644,14-08-2022,iOS
download,album,,,7895,72627426687,08-08-2022,Android
search,search,navigation,,3486,54837562952,30-08-2022,iOS
library,album,navigation,,2279,85577233748,25-08-2022,iOS
unlove,liked_songs,,,1948,59394491950,03-08-2022,Android
unlove,liked_songs,,,5747,31057001516,11-08-2022,iOS
home,home,navigation,,7318,109641035952,28-08-2022,Android
back,album,navigation,,3804,23619632449,04-08-2022,iOS
image,home,suggestions,Country Rock,6007,27231035295,14-08-2022,iOS
download,album,,,1149,38967302958,05-08-2022,iOS
love,album,album,,8603,56789575076,24-08-2022,Android
play,album,song,,4128,18509141681,11-08-2022,iOS
toggle,liked_songs,download_all,,2203,77499204296,07-08-2022,iOS
image,home,suggestions,Electronic,1210,48072567701,18-08-2022,iOS
back,album,navigation,,2154,82223856988,20-08-2022,iOS
more,album,,,3611,42074333591,03-08-2022,Android
search,search,navigation,,9526,108209038028,04-08-2022,Android
image,search,top_genres,Dance/Electronic,8313,78163662786,05-08-2022,Android
image,search,popular,YouTubers,2302,72421311996,06-08-2022,iOS
image,search,top_genres,Rock,7824,73671957818,21-08-2022,Android
image,home,recently_played,Chill as Folk,2339,55219370163,05-08-2022,Android
image,search,popular,YouTubers,6810,60979794147,21-08-2022,iOS
home,search,navigation,,2788,110576193527,14-08-2022,Android
image,home,made_for_you,Chilled Hits,6860,92062742663,03-08-2022,Android
image,home,suggestions,Are & Be,4004,21441427176,26-08-2022,Android
image,search,popular,YouTubers,5180,101429994673,16-08-2022,iOS
image,search,popular,YouTubers,6432,85421913488,12-08-2022,Android
image,home,suggestions,Country Rock,9562,56802323797,09-08-2022,Android
image,home,suggestions,Electronic,1394,98672572633,06-08-2022,iOS
add,liked_songs,add_songs,,2169,53283119725,02-08-2022,iOS
more,album,,,7584,51848899886,07-08-2022,iOS
unlove,liked_songs,,,8521,106402702779,12-08-2022,Android
image,home,suggestions,Electronic,6386,72642604321,09-08-2022,Android
search,liked_songs,navigation,,5383,61857021901,16-08-2022,iOS
more,liked_songs,,,3590,107356045340,14-08-2022,Android
search,search,navigation,,8237,72450738275,05-08-2022,iOS
more,liked_songs,,,7138,46859741953,12-08-2022,Android
search,search,navigation,,3262,55259466250,13-08-2022,iOS
image,search,browse_all,Chillout,1560,107129882792,22-08-2022,Android
love,album,album,,4438,44337735806,18-08-2022,iOS
home,search,navigation,,2690,33986263091,05-08-2022,iOS
image,home,suggestions,Country Rock,7920,22788839331,23-08-2022,Android
play,liked_songs,shuffle,,2893,109302830709,29-08-2022,Android
image,home,suggestions,Chilled Hits,7432,34820427637,26-08-2022,Android
library,search,navigation,,5662,33138669026,25-08-2022,Android
home,home,navigation,,8504,73246773223,27-08-2022,iOS
toggle,liked_songs,download_all,,8219,77548822589,20-08-2022,Android
download,album,,,9086,61190576101,04-08-2022,iOS
play,liked_songs,shuffle,,6168,101552428616,04-08-2022,iOS
search,search,bar,,7737,84834737655,16-08-2022,iOS
image,search,popular,YouTubers,1349,98041593191,03-08-2022,iOS
image,home,made_for_you,Chilled Vibes,5323,90522875749,24-08-2022,iOS
image,search,top_genres,Dance/Electronic,1258,18303799935,23-08-2022,Android
home,album,navigation,,9319,67578780274,17-08-2022,iOS
more,album,,,2162,49305616766,09-08-2022,iOS
library,search,navigation,,2744,56742372212,11-08-2022,iOS
image,search,browse_all,Charts,6485,29461269630,06-08-2022,iOS
play,album,song,,6747,64384079941,25-08-2022,Android
image,home,suggestions,Indie,5669,60163077427,08-08-2022,Android
add,liked_songs,add_songs,,3127,57315219408,03-08-2022,Android
play,liked_songs,shuffle,,2816,95603387364,28-08-2022,iOS
love,album,album,,3793,73242040578,15-08-2022,iOS
library,home,navigation,,7873,73195742662,06-08-2022,Android
image,search,browse_all,Charts,3481,63972181064,10-08-2022,iOS
toggle,liked_songs,download_all,,9475,58776679731,31-08-2022,iOS
library,home,navigation,,6005,76359638415,08-08-2022,Android
library,home,navigation,,9172,16337436940,24-08-2022,iOS
image,search,top_genres,Dance/Electronic,7096,94183991641,27-08-2022,Android
unlove,liked_songs,,,9978,38715201410,14-08-2022,iOS
search,search,navigation,,2665,15754615376,24-08-2022,Android
image,home,recently_played,Chilled Hits,2368,93348110260,18-08-2022,iOS
back,album,navigation,,5224,94031640529,15-08-2022,Android
library,album,navigation,,8254,39443955140,24-08-2022,Android
search,search,navigation,,3588,55807894555,16-08-2022,Android
love,album,album,,3957,77224674411,01-08-2022,iOS
toggle,liked_songs,download_all,,4498,51611029047,01-08-2022,iOS
image,home,suggestions,Indie,3617,28160789456,27-08-2022,iOS
home,album,navigation,,6043,70667379575,01-08-2022,Android
more,album,,,8755,51554159486,25-08-2022,Android
image,home,suggestions,Country Rock,1070,61097951964,19-08-2022,iOS
search,liked_songs,navigation,,7731,52267892377,26-08-2022,iOS
library,search,navigation,,4859,82432162446,07-08-2022,iOS
play,album,song,,4336,100212737571,14-08-2022,Android
back,album,navigation,,4558,63837861586,03-08-2022,iOS
image,search,browse_all,Charts,5815,19281169814,09-08-2022,iOS
home,search,navigation,,7971,58501017391,11-08-2022,Android
image,search,popular,YouTubers,5369,91899664275,17-08-2022,iOS
library,search,navigation,,8822,104161171300,12-08-2022,Android
search,search,navigation,,2619,94416492074,08-08-2022,iOS
image,search,popular,Comedy,5712,65816121151,31-08-2022,iOS
image,search,popular,Comedy,7882,21277333590,21-08-2022,iOS
settings,home,,,9007,108535980916,11-08-2022,Android
love,album,album,,8757,105328647278,12-08-2022,iOS
more,album,,,4191,40651451008,02-08-2022,iOS
image,home,suggestions,Indie,2784,12366987118,21-08-2022,iOS
image,home,recently_played,Study beats,5208,18055361770,07-08-2022,iOS
home,liked_songs,navigation,,5513,95184665297,25-08-2022,Android
image,search,browse_all,Charts,5408,24129586370,27-08-2022,Android
play,album,album,,7129,95959217557,21-08-2022,iOS
image,home,recently_played,Chilled Hits,8308,60423227710,11-08-2022,Android
image,home,recently_played,Chilled Hits,2001,65362642258,03-08-2022,Android
back,album,navigation,,1383,33311330166,02-08-2022,iOS
search,home,navigation,,8627,88856560797,11-08-2022,iOS
image,search,browse_all,Charts,9980,74485366427,08-08-2022,Android
search,search,bar,,9734,49317249851,16-08-2022,Android
settings,home,,,7406,110402805432,23-08-2022,Android
library,home,navigation,,5243,46831428988,30-08-2022,iOS
toggle,liked_songs,download_all,,9470,60183069302,01-08-2022,iOS
image,home,suggestions,Indie,3352,52868086738,21-08-2022,Android
image,home,suggestions,Electronic,2886,106849600012,25-08-2022,Android
back,album,navigation,,2918,72427801361,25-08-2022,Android
toggle,liked_songs,download_all,,6155,60843389275,26-08-2022,Android
search,home,navigation,,7588,93739389096,11-08-2022,iOS
library,album,navigation,,2128,29591215825,10-08-2022,Android
search,album,navigation,,8129,73948156668,25-08-2022,Android
image,home,suggestions,Country Rock,7894,99840183077,16-08-2022,iOS
search,liked_songs,navigation,,7407,105040102588,06-08-2022,iOS
image,search,popular,YouTubers,3463,11228524814,04-08-2022,Android
image,search,browse_all,Podcasts,5358,86691787342,08-08-2022,iOS
image,home,suggestions,Indie,5613,25681253557,30-08-2022,Android
image,home,suggestions,Indie,4852,12354508291,26-08-2022,iOS
image,search,browse_all,Podcasts,3743,62102965117,05-08-2022,Android
image,search,popular,Comedy,8376,75924614861,19-08-2022,Android
library,search,navigation,,8824,50667067655,19-08-2022,Android
image,home,suggestions,Dance & EDM,9363,108908156816,07-08-2022,iOS
image,home,suggestions,Chilled Hits,5216,45480336877,02-08-2022,Android
image,home,suggestions,Are & Be,3159,97627558614,23-08-2022,Android
image,search,popular,YouTubers,7554,70479615024,04-08-2022,Android
image,search,popular,Comedy,2565,12128778522,28-08-2022,iOS
library,search,navigation,,6351,15446330341,08-08-2022,iOS
settings,home,,,1771,40079506647,28-08-2022,iOS
home,liked_songs,navigation,,8600,58083548856,15-08-2022,Android
more,liked_songs,,,4285,13019677877,28-08-2022,iOS
home,home,navigation,,6749,75318413971,25-08-2022,iOS
play,album,album,,6912,40893506827,28-08-2022,Android
search,search,bar,,3920,77931647224,23-08-2022,iOS
image,search,popular,YouTubers,8502,63279894020,21-08-2022,Android
search,search,navigation,,5837,29476881790,15-08-2022,Android
image,home,made_for_you,Chilled Hits,5507,68181274647,21-08-2022,iOS
toggle,liked_songs,download_all,,8944,96361592956,11-08-2022,iOS
home,search,navigation,,8943,109574334487,30-08-2022,Android
download,album,,,1663,98087256760,26-08-2022,Android
home,album,navigation,,9208,77508956216,27-08-2022,iOS
image,home,recently_played,Chilled Hits,4858,18618335514,22-08-2022,Android
search,search,bar,,4119,71862540226,11-08-2022,Android
search,album,navigation,,1535,46960679623,01-08-2022,Android
library,liked_songs,navigation,,9256,78372273187,05-08-2022,Android
unlove,liked_songs,,,8315,25986181249,09-08-2022,iOS
image,home,suggestions,Are & Be,5172,82785164998,15-08-2022,iOS
image,home,made_for_you,Chilled Hits,3879,65446249983,05-08-2022,iOS
library,album,navigation,,3243,88708033047,01-08-2022,Android
back,album,navigation,,7170,61747113742,13-08-2022,Android
image,home,recently_played,Study beats,1069,31811420263,04-08-2022,Android
add,liked_songs,add_songs,,6258,69808615149,07-08-2022,iOS
search,liked_songs,navigation,,2465,15334122041,10-08-2022,iOS
image,home,recently_played,Chilled Hits,7711,45320523914,06-08-2022,Android
image,home,suggestions,Chilled Hits,2009,28163540386,11-08-2022,Android
image,home,made_for_you,Chilled Vibes,8334,110134733527,05-08-2022,iOS
image,search,popular,Comedy,3974,12667929745,04-08-2022,iOS
image,search,browse_all,Study Jams,7914,70792685831,11-08-2022,Android
image,home,suggestions,Dance & EDM,8074,38301367051,31-08-2022,iOS
image,search,popular,YouTubers,5242,110235283015,14-08-2022,iOS
home,liked_songs,navigation,,7803,69585393365,27-08-2022,Android
image,home,suggestions,Electronic,9790,72123636570,31-08-2022,Android
image,search,browse_all,Chillout,4647,39222230608,12-08-2022,iOS
search,album,navigation,,2124,54463419345,08-08-2022,iOS
download,album,,,7317,28998066848,27-08-2022,iOS
download,album,,,9820,13881486717,09-08-2022,Android
image,search,popular,YouTubers,2169,29894818561,31-08-2022,iOS
download,album,,,2346,27600606393,05-08-2022,iOS
search,home,navigation,,5551,71919477811,10-08-2022,iOS
image,home,suggestions,Indie,9362,102446792673,10-08-2022,iOS
image,search,popular,Comedy,5837,37391506793,11-08-2022,Android
random,album,,,6756,11691306283,22-08-2022,iOS
image,home,suggestions,Dance & EDM,8428,68452787942,07-08-2022,iOS
image,search,top_genres,Dance/Electronic,6251,55241309887,30-08-2022,iOS
image,home,suggestions,Country Rock,2021,100186804002,15-08-2022,iOS
home,search,navigation,,9916,35617550757,15-08-2022,Android
home,home,navigation,,7638,84571637586,30-08-2022,Android
love,album,album,,8545,11313091840,02-08-2022,Android
library,album,navigation,,2978,95976267510,10-08-2022,Android
image,search,browse_all,Study Jams,3111,73121324682,15-08-2022,Android
search,search,navigation,,4237,45870890781,08-08-2022,iOS
more,liked_songs,,,6655,89030107814,06-08-2022,Android
image,home,made_for_you,Chilled Hits,7343,83107198786,23-08-2022,iOS
home,search,navigation,,8858,97570432949,17-08-2022,iOS
play,liked_songs,shuffle,,9399,100550711361,17-08-2022,iOS
image,home,recently_played,Chill as Folk,2530,19790460021,16-08-2022,iOS
love,album,album,,4408,47817690920,29-08-2022,iOS
image,home,made_for_you,Chilled Vibes,7588,15120709718,24-08-2022,Android
more,liked_songs,,,1961,60712616734,15-08-2022,iOS
random,album,,,8714,88105615302,11-08-2022,Android
image,search,popular,YouTubers,4222,36745554063,04-08-2022,iOS
home,album,navigation,,6395,58695680637,26-08-2022,iOS
image,search,popular,Comedy,1266,101904924576,19-08-2022,iOS
toggle,liked_songs,download_all,,3512,89987087941,20-08-2022,iOS
unlove,liked_songs,,,4754,33807434274,30-08-2022,iOS
search,search,navigation,,6621,101605094293,25-08-2022,Android
search,liked_songs,navigation,,7335,16578169153,05-08-2022,Android
image,home,recently_played,Chill as Folk,3792,102810283548,17-08-2022,Android
unlove,liked_songs,,,1442,39276301258,07-08-2022,iOS
search,liked_songs,navigation,,9945,65728665397,30-08-2022,iOS
home,home,navigation,,8301,57464742365,04-08-2022,Android
search,liked_songs,navigation,,8285,11795294533,29-08-2022,Android
image,search,popular,Comedy,2084,107788778017,01-08-2022,Android
image,search,browse_all,Charts,4264,94295050987,23-08-2022,iOS
back,album,navigation,,7740,34734495262,21-08-2022,iOS
image,home,suggestions,Indie,2234,73328393865,16-08-2022,Android
image,home,recently_played,Study beats,6344,24302908492,27-08-2022,Android
image,search,top_genres,Dance/Electronic,6002,67571548205,20-08-2022,iOS
more,album,,,7747,45362721129,26-08-2022,iOS
random,album,,,7338,66324487157,08-08-2022,Android
search,search,bar,,5265,71002701566,23-08-2022,iOS
image,home,suggestions,Dance & EDM,4831,51927997157,12-08-2022,Android
image,search,popular,YouTubers,4310,95999306028,12-08-2022,Android
home,liked_songs,navigation,,5464,46082017616,24-08-2022,iOS
library,home,navigation,,9757,79323226191,11-08-2022,Android
image,search,top_genres,Dance/Electronic,7922,25971392348,18-08-2022,iOS
search,album,navigation,,1582,45348500756,23-08-2022,iOS
image,home,suggestions,Electronic,9524,56809156943,21-08-2022,iOS
home,liked_songs,navigation,,9278,90509676345,16-08-2022,iOS
home,search,navigation,,8468,64978333591,28-08-2022,Android
image,search,top_genres,Dance/Electronic,5786,109869175782,02-08-2022,iOS
image,search,popular,YouTubers,2075,59257628443,11-08-2022,Android
image,search,browse_all,Chillout,3397,27518744652,02-08-2022,iOS
